p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacity,source
海信（Hisense） KFR-26GW/ER22N3(1Q12)1匹 壁挂式定速空调,海信空调旗舰店,11596334236,2099.00,1799.00,100,95,100,3,6,特别快,海信（Hisense） 海信（Hisense） KFR-26GW/ER22N3(1Q12)1匹 壁挂式定速空调 11596334236 海信空调旗舰店 46.0kg 中国大陆 定频 冷暖空调 自动清洁 白色 1匹 三级能效 10-15㎡ 壁挂式空调,海信,定频,海信（Hisense） KFR-26GW/ER22N3(1Q12)1匹 壁挂式定速空调,1匹,京东
长虹（CHANGHONG） 壁挂式冷暖变频一级能效除湿空调 IZ系列 KFR-35GW/ZDKIZ(W1-H)+A1,长虹同望专卖店,17932472404,3490.00,3490.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 壁挂式冷暖变频一级能效除湿空调 IZ系列 KFR-35GW/ZDKIZ(W1-H)+A1 17932472404 长虹同望专卖店 41.0kg 中国大陆 变频 冷暖空调 高能效空调，变频空调 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG） 壁挂式冷暖变频一级能效除湿空调 IZ系列 KFR-35GW/ZDKIZ(W1-H)+A1,1匹,京东
松下（Panasonic） 大1.5匹变频冷暖壁挂式家用静音空调 二级能效 UE13KK1,松下三景专卖店,11782307033,5698.00,4998.00,6,100,6,0,0,,松下（Panasonic） 松下（Panasonic） 大1.5匹变频冷暖壁挂式家用静音空调 二级能效 UE13KK1 11782307033 松下三景专卖店 12.0kg 变频 冷暖空调 变频空调，静音空调，合资空调，全直流变频 白色 1.5匹 二级能效 10-15㎡ 壁挂式空调,松下,变频,松下（Panasonic） 大1.5匹变频冷暖壁挂式家用静音空调 二级能效 UE13KK1,1.5匹,京东
富士通（Fujitsu） 正2匹一级能效全直流变频节能冷暖空调挂机ASQG18LMCA-W 白色 2匹,富士通空调旗舰店,12419344436,8999.00,7399.00,3,100,3,0,0,,富士通（Fujitsu） 富士通（Fujitsu） 正2匹一级能效全直流变频节能冷暖空调挂机ASQG18LMCA-W 白色 2匹 12419344436 富士通空调旗舰店 53.0kg 变频 冷暖空调 白色 2匹 一级能效 20-30㎡ 壁挂式空调,富士通,变频,富士通（Fujitsu） 正2匹一级能效全直流变频节能冷暖空调挂机ASQG18LMCA-W 白色 2匹,2匹,京东
科龙(Kelon) 大1匹挂机壁挂式空调 一级能效直流变频 智能双清洁大循环风速26LB KFR-26GW/LBFDBp-A1(1N17) 大白鲨系列,四川鑫互利专营店,17221982546,3299.00,3099.00,0,100,0,0,0,,科龙（KELON） 科龙(Kelon) 大1匹挂机壁挂式空调 一级能效直流变频 智能双清洁大循环风速26LB KFR-26GW/LBFDBp-A1(1N17) 大白鲨系列 17221982546 四川鑫互利专营店 39.5kg 中国大陆 变频 冷暖空调 变频空调，全直流变频 白色 1匹 一级能效 10-15㎡ 壁挂式空调,科龙,变频,科龙(Kelon) 大1匹挂机壁挂式空调 一级能效直流变频 智能双清洁大循环风速26LB KFR-26GW/LBFDBp-A1(1N17) 大白鲨系列,1匹,京东
科龙（KELON） 1.5匹壁挂式一级节能变频空调KFR-35GW/LAFDBp-A1,海信科龙容声电器专营店,12322519496,3999.00,3899.00,10,91,10,1,0,,科龙（KELON） 科龙（KELON） 1.5匹壁挂式一级节能变频空调KFR-35GW/LAFDBp-A1 12322519496 海信科龙容声电器专营店 51.0kg 变频 冷暖空调 白色 1.5匹 一级能效 15-20㎡ 壁挂式空调,科龙,变频,科龙（KELON） 1.5匹壁挂式一级节能变频空调KFR-35GW/LAFDBp-A1,1.5匹,京东
创维(Skyworth) 1.5匹变频二级能效空调壁挂机KFR-35GW/V1FA1A-2 1.5匹,创维品牌官方旗舰店,12208923622,4399.00,3799.00,0,100,0,0,0,,创维（Skyworth） 创维(Skyworth) 1.5匹变频二级能效空调壁挂机KFR-35GW/V1FA1A-2 1.5匹 12208923622 创维品牌官方旗舰店 48.0kg 中国大陆 变频 冷暖空调 高能效空调 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,创维,变频,创维(Skyworth) 1.5匹变频二级能效空调壁挂机KFR-35GW/V1FA1A-2 1.5匹,1.5匹,京东
Panasonic 松下变频冷暖 壁挂式家用空调一级节能省电2017新款 大2.5匹 AW22KL1,诚信达民电器专营店,12840209813,16000.00,11603.00,1,100,1,0,0,,Panasonic Panasonic 松下变频冷暖 壁挂式家用空调一级节能省电2017新款 大2.5匹 AW22KL1 12840209813 诚信达民电器专营店 12.0kg 中国大陆 变频 冷暖空调 变频空调 白色 3匹 一级能效 40㎡以上 壁挂式空调,松下,变频,Panasonic 松下变频冷暖 壁挂式家用空调一级节能省电2017新款 大2.5匹 AW22KL1,3匹,京东
松下（Panasonic） 怡臻旗舰系列 全直流只能变频家用壁挂式冷暖空调挂机 1级能效 珍珠白 大2匹XE18KK1,松下三景专卖店,12941659044,10498.00,8398.00,2,100,2,0,0,,松下（Panasonic） 松下（Panasonic） 怡臻旗舰系列 全直流只能变频家用壁挂式冷暖空调挂机 1级能效 珍珠白 大2匹XE18KK1 12941659044 松下三景专卖店 15.0kg 变频 冷暖空调 变频空调，静音空调，合资空调，全直流变频，自动清洁 白色 2匹 一级能效 20-30㎡ 壁挂式空调,松下,变频,松下（Panasonic） 怡臻旗舰系列 全直流只能变频家用壁挂式冷暖空调挂机 1级能效 珍珠白 大2匹XE18KK1,2匹,京东
艾尔斯派（AIRSPA）酒窖空调 GRD50DW/SJ2 恒温恒湿酒窖专用空调,艾尔斯派旗舰店,10389807057,41910.00,41910.00,0,100,0,0,0,,艾尔斯派（AIRSPA） 艾尔斯派（AIRSPA）酒窖空调 GRD50DW/SJ2 恒温恒湿酒窖专用空调  10389807057 艾尔斯派旗舰店 95.0kg 定频 冷暖空调 其他 三级能效 15-20㎡ 壁挂式空调,艾尔斯派,定频,艾尔斯派（AIRSPA）酒窖空调 GRD50DW/SJ2 恒温恒湿酒窖专用空调,2匹,京东
美的（Midea） 壁挂式 冷暖空调挂机 冷静星II KFR-26G/DY-PC400(D3),美的空调旗舰店,19289394713,3099.00,2099.00,1,100,1,0,0,,美的（Midea） 美的（Midea） 壁挂式 冷暖空调挂机 冷静星II KFR-26G/DY-PC400(D3) 19289394713 美的空调旗舰店 10.0kg 定频 静音空调 冷暖空调 1匹 三级能效 10-15㎡ 壁挂式空调,美的,定频,美的（Midea） 壁挂式 冷暖空调挂机 冷静星II KFR-26G/DY-PC400(D3),1匹,京东
长虹（CHANGHONG）壁挂式 快速冷暖 青春变频空调 1匹KFR-26GW/ZDKIE(W1-H)+A1,长虹四川英发专卖店,12732223605,3390.00,2799.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）壁挂式 快速冷暖 青春变频空调 1匹KFR-26GW/ZDKIE(W1-H)+A1 12732223605 长虹四川英发专卖店 10.0kg 中国大陆 变频 冷暖空调 全直流变频 白色 1匹 一级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹（CHANGHONG）壁挂式 快速冷暖 青春变频空调 1匹KFR-26GW/ZDKIE(W1-H)+A1,1匹,京东
美的（Midea） 美的(Midea) 大1匹/大1.5匹 变频 空调挂机 京东英雄 大1.5匹  35GW/WPAA3,美的空调河北晖腾专卖店,13987393918,3299.00,2699.00,2,100,2,0,0,,美的（Midea） 美的（Midea）KFR-26GW/WPAA3 13987393918 美的空调河北晖腾专卖店 11.0kg 中国大陆 定频 冷暖空调 全直流变频 白色 1匹 三级能效 10-15㎡ 壁挂式空调,美的,定频,美的（Midea）KFR-26GW/WPAA3,1匹,京东
【顺丰配送】金三洋（JENSANY）定频壁挂式冷暖家用空调挂机节能 静音 除湿 自动清洗 （款式随机）1.5匹冷暖,JENSANY旗舰店,11381038098,4999.00,1788.00,600,87,500,20,50,外观大气 性价比高 态度好,JENSANY 【顺丰配送】金三洋（JENSANY）定频壁挂式冷暖家用空调挂机节能 静音 除湿 自动清洗 （款式随机）1.5匹冷暖 11381038098 JENSANY旗舰店 19.0kg 中国大陆 定频 冷暖空调 自动清洁 白色 1.5匹 三级能效 20-30㎡ 壁挂式空调,金三洋,定频,【顺丰配送】金三洋（JENSANY）定频壁挂式冷暖家用空调挂机节能 静音 除湿 自动清洗 （款式随机）1.5匹冷暖,1.5匹,京东
美的（Midea） 大1匹/大1.5匹 变频空调 二级能效 全直流变频冷暖空调挂机舒适星 KFR-35GW/BP3DN1Y-TA201冰莹粉 舒适星,美的空调河北专卖店,11556099859,4799.00,4199.00,6,100,6,0,0,特别快,美的（Midea） 美的（Midea） 大1匹/大1.5匹 变频空调 二级能效 全直流变频冷暖空调挂机舒适星 KFR-35GW/BP3DN1Y-TA201冰莹粉 舒适星 11556099859 美的空调河北专卖店 36.5kg 定频 冷暖空调 变频空调 其他 1匹 二级能效 10-15㎡ 壁挂式空调,美的,定频,美的（Midea） 大1匹/大1.5匹 变频空调 二级能效 全直流变频冷暖空调挂机舒适星 KFR-35GW/BP3DN1Y-TA201冰莹粉 舒适星,1匹,京东
格力（GREE） 格力(GREE) 冷静悦变频 静音省电皆出众 壁挂式冷暖空调（白色） KFR-26GW/(26575)FNAa-A3,格力空调北京本源专卖店,11020982244,3799.00,3299.00,0,100,0,0,0,,格力（GREE） 格力（GREE） 格力(GREE) 冷静悦变频 静音省电皆出众 壁挂式冷暖空调（白色） KFR-26GW/(26575)FNAa-A3 11020982244 格力空调北京本源专卖店 16.0kg 变频 冷暖空调 静音空调 白色 小1.5匹 三级能效 15-20㎡ 壁挂式空调,格力,变频,格力（GREE） 格力(GREE) 冷静悦变频 静音省电皆出众 壁挂式冷暖空调（白色） KFR-26GW/(26575)FNAa-A3,小1.5匹,京东
美的（Midea）省电星   单冷 定频 壁挂式空调（陶瓷白） KF-72GW/Y-DA400(D3),美的空调深圳留美专卖店,16637828545,6299.00,5799.00,0,100,0,0,0,,美的（Midea） 美的（Midea）省电星   单冷 定频 壁挂式空调（陶瓷白） KF-72GW/Y-DA400(D3) 16637828545 美的空调深圳留美专卖店 54.0kg 中国大陆 定频 单冷空调 白色 3匹 三级能效 20-30㎡ 壁挂式空调,美的,定频,美的（Midea）省电星   单冷 定频 壁挂式空调（陶瓷白） KF-72GW/Y-DA400(D3),3匹,京东
美的（Midea） 大1匹/1.5匹/2匹空调挂机 直流变频壁挂 智能静音节能 冷暖家用 KFR-50GW/BP2DN1Y-PC400(B3,美的空调美翼专卖店,16665747387,6999.00,5499.00,50,94,40,2,1,,美的（Midea） 美的（Midea） 大1匹/1.5匹/2匹空调挂机 直流变频壁挂 智能静音节能 冷暖家用 KFR-50GW/BP2DN1Y-PC400(B3 16665747387 美的空调美翼专卖店 13.0kg 变频 冷暖空调 变频空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,美的,变频,美的（Midea） 大1匹/1.5匹/2匹空调挂机 直流变频壁挂 智能静音节能 冷暖家用 KFR-50GW/BP2DN1Y-PC400(B3,1匹,京东
美的（Midea） 空调挂机 京东英雄 智能冷暖静音 1.5匹 KFR-35GW/WPAD3,美的空调广西天比高专卖店,12516042895,2499.00,2299.00,1,100,1,0,0,,美的（Midea） 美的（Midea）KFR-26GW/WPAD3 12516042895 美的空调广西天比高专卖店 43.0kg 定频 冷暖空调 静音空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,美的,定频,美的（Midea）KFR-26GW/WPAD3,1匹,京东
奥克斯（AUX） 香奈儿系列一级能效挂机 大1.5匹(KFR-35GW/BpTLP1+1),奥克斯空调华北正瑞专卖店,12900384527,5099.00,2899.00,10,100,10,0,0,,奥克斯（AUX） 奥克斯（AUX） 香奈儿系列一级能效挂机 大1.5匹(KFR-35GW/BpTLP1+1) 12900384527 奥克斯空调华北正瑞专卖店 11.0kg 中国大陆 变频 冷暖空调 白色有花纹 1.5匹 一级能效 15-20㎡ 壁挂式空调,奥克斯,变频,奥克斯（AUX） 香奈儿系列一级能效挂机 大1.5匹(KFR-35GW/BpTLP1+1),1.5匹,京东
美的（Midea）空调挂机 冷静星 壁挂式冷暖 定速空调 定频 白色 1匹  23GW/DY-PC400(D3),美的空调河北晖腾专卖店,13437079077,3399.00,2299.00,40,92,40,2,2,,美的（Midea） 美的（Midea）空调挂机 冷静星 壁挂式冷暖 定速空调 定频 白色 1匹  23GW/DY-PC400(D3) 13437079077 美的空调河北晖腾专卖店 24.0kg 中国大陆 定频 冷暖空调 静音空调 白色 1.5匹 三级能效 10-15㎡ 壁挂式空调,美的,定频,美的（Midea）空调挂机 冷静星 壁挂式冷暖 定速空调 定频 白色 1匹  23GW/DY-PC400(D3),1.5匹,京东
大金（DAIKIN）FTXR236SC-N 大1.5匹 2级能效 挂壁式直流变频空调 金色,大金空调旗舰店,3121539,6100.00,5779.00,80,100,80,0,0,外观大气,大金（DAIKIN） 大金FTXR236SC-N 3121539 11.0kg 中国大陆 变频 冷暖空调 高能效空调，变频空调，静音空调，合资空调，全直流变频 金色 1.5匹 二级能效 15-20㎡ 壁挂式空调,大金,变频,大金FTXR236SC-N,1.5匹,京东
美的（Midea） KFR-35GW/BP3DN1Y-TA201(B2)舒适星大1匹挂式 KFR-35GW/BP3DN1Y-TA201(B2,美的河北廊粤专卖店,14447126878,5699.00,4099.00,0,100,0,0,0,,美的（Midea） 美的（Midea） KFR-35GW/BP3DN1Y-TA201(B2)舒适星大1匹挂式 KFR-35GW/BP3DN1Y-TA201(B2 14447126878 美的河北廊粤专卖店 47.0kg 中国大陆 变频 冷暖空调 白色 1.5匹 二级能效 30-40㎡ 壁挂式空调,美的,变频,美的（Midea） KFR-35GW/BP3DN1Y-TA201(B2)舒适星大1匹挂式 KFR-35GW/BP3DN1Y-TA201(B2,1.5匹,京东
海尔（Haier） 智能变频冷暖壁挂式空调挂机 大3匹 KFR-72GW/19HDA22AU1,海尔蜀葵空调专卖店,13886332252,8999.00,5999.00,9,89,8,1,0,特别快,海尔（Haier） 海尔（Haier） 智能变频冷暖壁挂式空调挂机 大3匹 KFR-72GW/19HDA22AU1 13886332252 海尔蜀葵空调专卖店 65.0kg 变频 冷暖空调 智能空调，变频空调，静音空调 白色 2匹 二级能效 20-30㎡ 壁挂式空调,海尔,变频,海尔（Haier） 智能变频冷暖壁挂式空调挂机 大3匹 KFR-72GW/19HDA22AU1,2匹,京东
美的（Midea） KFR-35GW/BP3DN1Y-DA200(B2)E 变频挂机空调 1.5匹,美的家用空调专卖店,13972387946,4099.00,3099.00,100,98,100,1,2,特别快 态度好 快递给力,美的（Midea） 美的（Midea） KFR-35GW/BP3DN1Y-DA200(B2)E 变频挂机空调 1.5匹 13972387946 美的家用空调专卖店 10.5kg 中国大陆 KFR-35G/BP3DN1Y-DA200(B2)E 变频 冷暖空调 高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 白色 1.5匹 二级能效 15-20㎡ 壁挂式空调,美的,变频,美的（Midea） KFR-35GW/BP3DN1Y-DA200(B2)E 变频挂机空调 1.5匹,1.5匹,京东
JENSANY 【顺丰配送】金三洋（JENSANY）定频壁挂式单冷家用空调挂机节能 静音 新款大1匹冷暖,淘好电器专营店,19943494385,2300.00,1866.00,0,100,0,0,0,,JENSANY JENSANY 【顺丰配送】金三洋（JENSANY）定频壁挂式单冷家用空调挂机节能 静音 新款大1匹冷暖 19943494385 淘好电器专营店 19.0kg 定频 智能空调，静音空调，自动清洁 冷暖空调 小1.5匹 三级能效 10-15㎡ 壁挂式空调,金三洋,定频,JENSANY 【顺丰配送】金三洋（JENSANY）定频壁挂式单冷家用空调挂机节能 静音 新款大1匹冷暖,小1.5匹,京东
海尔(Haier)空调大1匹壁挂式空调挂机空调KFR-26GW/13BEA13静音除湿,海尔空调旗舰店,18567655409,2199.00,2199.00,30,100,30,0,0,信得过 下次光顾 特别快,海尔（Haier） 海尔(Haier)空调大1匹壁挂式空调挂机空调KFR-26GW/13BEA13静音除湿 18567655409 海尔空调旗舰店 50.0kg 中国大陆 010171BE 定频 冷暖空调 高能效空调，静音空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,海尔,定频,海尔(Haier)空调大1匹壁挂式空调挂机空调KFR-26GW/13BEA13静音除湿,1匹,京东
格力（GREE） GREE格力 绿嘉园系列 2匹/3匹 挂壁式3级能效定频冷暖空调 KFR-50GW/(50556)Ha-3,格力上海炯信专卖店,13131978244,7299.00,5399.00,5,100,5,0,0,,格力（GREE） 格力（GREE） GREE格力 绿嘉园系列 2匹/3匹 挂壁式3级能效定频冷暖空调 KFR-50GW/(50556)Ha-3 13131978244 格力上海炯信专卖店 86.0kg 定频 冷暖空调 白色 3匹 三级能效 30-40㎡ 壁挂式空调,格力,定频,格力（GREE） GREE格力 绿嘉园系列 2匹/3匹 挂壁式3级能效定频冷暖空调 KFR-50GW/(50556)Ha-3,3匹,京东
长虹(CHANGHONG)二级能效   挂壁式  变频空调 空调旺季爆款 KFR-35GW/ZDHIK(W1-H)+A2,长虹四川英发专卖店,12946904289,2899.00,2899.00,1,100,1,0,0,,长虹（CHANGHONG） 长虹(CHANGHONG)二级能效   挂壁式  变频空调 空调旺季爆款 KFR-35GW/ZDHIK(W1-H)+A2 12946904289 长虹四川英发专卖店 9.5kg 中国大陆 变频 冷暖空调 变频空调 白色 1匹 二级能效 10-15㎡ 壁挂式空调,长虹,变频,长虹(CHANGHONG)二级能效   挂壁式  变频空调 空调旺季爆款 KFR-35GW/ZDHIK(W1-H)+A2,1匹,京东
美的（Midea） 大1匹/大1.5匹  变频 冷暖 省电星 手机智能操控 壁挂式空调 大1匹    26DA300变频,美的空调河北晖腾专卖店,13039129034,4099.00,2899.00,0,100,0,0,0,,美的（Midea） 美的（Midea） 大1匹/大1.5匹  变频 冷暖 省电星 手机智能操控 壁挂式空调 大1匹    26DA300变频 13039129034 美的空调河北晖腾专卖店 36.0kg 中国大陆 变频 冷暖空调 变频空调 白色 1匹 三级能效 10-15㎡ 壁挂式空调,美的,变频,美的（Midea） 大1匹/大1.5匹  变频 冷暖 省电星 手机智能操控 壁挂式空调 大1匹    26DA300变频,1匹,京东
海尔（Haier）智能无氟变频冷暖壁挂式空调挂机 大3匹 KFR-72GW/19HDA22AU1,海尔水漫庭专卖店,18380905893,8999.00,5999.00,5,100,5,0,0,,海尔（haier） 海尔（Haier）智能无氟变频冷暖壁挂式空调挂机 大3匹 KFR-72GW/19HDA22AU1 18380905893 海尔水漫庭专卖店 55.5kg 变频 冷暖空调 智能空调，变频空调，静音空调，自动清洁 白色 2匹 二级能效 20-30㎡，30-40㎡ 壁挂式空调,海尔,变频,海尔（Haier）智能无氟变频冷暖壁挂式空调挂机 大3匹 KFR-72GW/19HDA22AU1,2匹,京东
美的（Midea） 小1匹/大1匹/1.5匹 定速 单冷 空调挂机 省电星 KF- 26GW/Y-DA400(D3)大1匹,美的空调广东中诚专卖店,11712990505,2399.00,2049.00,200,96,200,3,8,特别快 态度好,美的（Midea） 美的（Midea） 小1匹/大1匹/1.5匹 定速 单冷 空调挂机 省电星 KF- 26GW/Y-DA400(D3)大1匹 11712990505 美的空调广东中诚专卖店 34.0kg 定频 单冷空调 白色 小1匹 三级能效 10㎡以下 壁挂式空调,美的,定频,美的（Midea） 小1匹/大1匹/1.5匹 定速 单冷 空调挂机 省电星 KF- 26GW/Y-DA400(D3)大1匹,小1匹,京东
奥克斯（AUX） 黄金侠一级能效变频空调 挂机 WiFi智能 冷暖除湿 京东微联APP控制 正1.5匹(KFR-35GW/BpTYC1+1),奥克斯空调华东铸诚专卖店,12734162604,4000.00,2849.00,40,100,40,0,0,性价比高 特别快 热情耐心 快递给力,奥克斯（AUX） 奥克斯（AUX） 黄金侠一级能效变频空调 挂机 WiFi智能 冷暖除湿 京东微联APP控制 正1.5匹(KFR-35GW/BpTYC1+1) 12734162604 奥克斯空调华东铸诚专卖店 13.0kg KFR-35GW/BpTYC1+1 变频 冷暖空调 变频空调 金色 1.5匹 一级能效 15-20㎡ 壁挂式空调,奥克斯,变频,奥克斯（AUX） 黄金侠一级能效变频空调 挂机 WiFi智能 冷暖除湿 京东微联APP控制 正1.5匹(KFR-35GW/BpTYC1+1),1.5匹,京东
大金（DAIKIN）  R系列康达气流  3级能效变频壁挂式冷暖空调 E-max7 FTXR336SCDN 金色 大1匹,大金上海缘亿专卖店,10779975332,5399.00,5090.00,10,80,10,0,3,,大金（DAIKIN） 大金（DAIKIN）  R系列康达气流  3级能效变频壁挂式冷暖空调 E-max7 FTXR336SCDN 金色 大1匹 10779975332 大金上海缘亿专卖店 40.0kg 变频 冷暖空调 全直流变频 金色 1.5匹 三级能效 15-20㎡ 壁挂式空调,大金,变频,大金（DAIKIN）  R系列康达气流  3级能效变频壁挂式冷暖空调 E-max7 FTXR336SCDN 金色 大1匹,1.5匹,京东
奥克斯（AUX） 变频变频冷暖二级能效智能WIFI 空调挂机 大1匹(KFR-26GW/BpTYC2+2),奥克斯空调陕西帅典专卖店,12861151790,3399.00,2349.00,2,100,2,0,0,,奥克斯（AUX） 奥克斯（AUX） 变频变频冷暖二级能效智能WIFI 空调挂机 大1匹(KFR-26GW/BpTYC2+2) 12861151790 奥克斯空调陕西帅典专卖店 13.0kg 中国大陆 变频 冷暖空调 白色 1.5匹 二级能效 20-30㎡ 壁挂式空调,奥克斯,变频,奥克斯（AUX） 变频变频冷暖二级能效智能WIFI 空调挂机 大1匹(KFR-26GW/BpTYC2+2),1.5匹,京东
