评论数,差评,售价,标价,型号,商品ID,品牌,商品名称,关键字,好评,中评,好评率,商铺名称
3700,30,239,289,"美的（Midea）FS40-13CR 大风量电风扇/落地扇/智能家用电风扇/遥控风扇美的 黑色,11533566845, ,8.3kg,中国大陆,FS40-13CR,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",11533566845,美的（Midea）,美的（Midea）FS40-13CR 大风量电风扇/落地扇/智能家用电风扇/遥控风扇美的 黑色,噪音很小 安全节能 风力很大 底座很稳 扇网坚固 远程遥控 颜色漂亮 造型美观 风很柔和 电机好 遥控方便 质量不错 噪音很小 风扇不错,3600,40,98,美的环境电器旗舰店
700,10,669,699,"美的（Midea）塔扇 风扇 落地扇电风扇 静音预约定时,10329448645, ,7.8kg,中国大陆,FZ10-16BRW,8小时以上,五档以上,正常风,无叶,3级,遥控式,塔扇",10329448645,美的（Midea）,美的（Midea）塔扇 风扇 落地扇电风扇 静音预约定时,造型美观 风力很大 质量不错 远程遥控 风扇不错 遥控方便 风很柔和 广角送风 颜色漂亮 噪音很小,700,10,96,美的小家电官方旗舰店
2700,40,109,199,"美菱FS-40A（29）,4850028,5.8kg,中国大陆,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",4850028,美菱（MeiLing）,美菱（MeiLing）FS-40A（29） 五叶机械式电风扇/落地扇,风力很大 安装方便 质量不错 噪音很小 底座很稳 使用方便 风扇不错 造型美观 广角送风 风很柔和 风力很大 价格实惠 客服服务好,2600,50,96,美菱自营两季旗舰店
1500,10,249,399,"先锋DTS-HG2,4520014,4.87kg,浙江宁波,DTS-HG2,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",4520014,先锋（SINGFUN）,先锋（Singfun）遥控塔扇/电风扇/落地扇DTS-HG2（黑色）,安装方便 使用方便 风扇不错 风很柔和 遥控方便 造型美观 噪音很小 质量不错 远程遥控 底座很稳 风很柔和 底座很稳 安装方便 睡眠风不错 扇网坚固 使用方便 噪音很小 底座很稳 遥控方便,1400,40,96,先锋两季品旗舰店
6800,90,459,599,"艾美特SW125R,829777,6.94kg,中国,8小时以上,无极变速,正常风、自然风、睡眠风,5片,无,遥控式,台扇",829777,艾美特（AIRMATE）,艾美特(Airmate) SW125R 直流变频遥控台立扇/电风扇,噪音很小 风很柔和 遥控方便 造型美观 质量不错 安全节能 安装方便 风扇不错 还可以吧 使用方便 电机好 质量不错 造型美观 风很柔和 遥控方便 质量不错 风力档位多,6500,100,97,艾美特生活电器旗舰店
2000,30,129,399,"【京仓直送】格力（GREE）电风扇机械落地扇立式家用落地扇静音学生风扇摇头电扇三叶扇3档 FD-4012-WG,11430294931, ,6.8kg,中国大陆,0102FD-4012-WG,2小时以下,三档调节,正常风,3片,1级,机械式,落地扇",11430294931,格力（GREE）,【京仓直送】格力（GREE）电风扇机械落地扇立式家用落地扇静音学生风扇摇头电扇三叶扇3档 FD-4012-WG,风力很大 风扇不错 质量不错 使用方便 造型美观 安装方便 噪音很小 扇网坚固 风很柔和 底座很稳 电机好,1900,30,96,格力欧楠专卖店
9800,200,239,269,"美的（Midea）电风扇 落地 静音定时电扇 落地扇 FS40-13GR  ,1597427476, ,9.0kg,中国大陆,FS40-13GR,2-8小时,三档调节,正常风,5片,1级,遥控式,落地扇",1597427476,美的（Midea）,美的（Midea）电风扇 落地 静音定时电扇 落地扇 FS40-13GR  ,质量不错 风扇不错 遥控方便 安装方便 噪音很小 风力很大 造型美观 风很柔和 使用方便 远程遥控,9300,200,95,美的小家电官方旗舰店
2300,30,149,299,"格力(GREE) FD-4012-WG学生家用静音节能落地扇 家用立式大风量客厅宿舍电风扇,11340882780, ,7.9kg,中国大陆,FD-4012-WG,2-8小时,三档调节,正常风,3片,1级,机械式,落地扇",11340882780,格力（GREE）,格力(GREE) FD-4012-WG学生家用静音节能落地扇 家用立式大风量客厅宿舍电风扇,质量不错 安装方便 风力很大 风扇不错 噪音很小 底座很稳 使用方便 颜色漂亮 造型美观 风很柔和 安装方便 质量不错 使用方便 风力很大 底座很稳,2200,40,96,格力明达丰专卖店
1500,10,5190,5190,"DYSONTP02白银,2785342,5.72kg,马来西亚,305139-01,8小时以上,五档以上,正常风、自然风、睡眠风,无叶,无,APP控制,落地扇，塔扇，空气循环扇",2785342,DYSON,戴森(Dyson) 空气净化风扇智能版 TP02白银色,造型美观 噪音很小 风很柔和 安装方便 风扇不错 质量不错 颜色漂亮 安全节能 底座很稳 使用方便 风扇不错 风很柔和 睡眠风不错 时尚漂亮 很舒适 安全节能 扇网坚固 噪音很小 造型美观 安装方便,1500,10,98,戴森官方旗舰店
7700,90,189,239,"美的FT40-15A,1360993,4.1kg,广东,2小时以下,三档调节,正常风,3片,1级,机械式,台扇",1360993,美的（Midea）,美的（Midea）FT40-15A 台扇/电风扇,质量不错 风扇不错 噪音很小 风力很大 安装方便 使用方便 底座很稳 造型美观 风很柔和 颜色漂亮 噪音很小 质量不错 安全节能 颜色漂亮 底座很稳 安全节能 安装方便 风扇不错,7500,100,97,美的两季品旗舰店
1500,40,99,199,"HYUNDAIFS40-A002R,4899618,5.3kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,2级,遥控式,落地扇",4899618,HYUNDAI,HYUNDAI 现代电风扇/落地扇/遥控五叶扇FS40-A002R,风扇不错 遥控方便 质量不错 安装方便 颜色漂亮 风很柔和 风力很大 噪音很小 使用方便 广角送风,1400,40,94,韩国现代（HYUNDAI)两季品旗舰店
200,5,2380,2699,"巴慕达EGF-1380-WG,2912321,6.485kg,中国大陆,2-8小时,四档调节,正常风、自然风,7片及以上,无,遥控式,落地扇，台扇",2912321,巴慕达（BALMUDA）,巴慕达（BALMUDA）EGF-1380-WG直流无刷台.地两用GreenFan静音电风扇,风很柔和 噪音很小 安全节能 造型美观 风扇不错 质量不错 使用方便 睡眠风不错 安装方便 电机好 造型美观,200,7,95,巴慕达净化器旗舰店
1800,0,799,1580,"英国QG（QG）AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax,11551376410, ,1.0kg,2-8小时,无极变速,正常风、自然风,7片及以上,1级,遥控式,落地扇，塔扇，转页扇，台扇，空气循环扇",11551376410,QG,英国QG（QG）AirMax电风扇空气循环家用电扇塔扇落地办公室分享扇 白色Airmax,质量不错 噪音很小 使用方便 造型美观 安装方便 风扇不错 遥控方便 安全节能 底座很稳 颜色漂亮 质量不错 安装方便 遥控方便 适合宝宝 造型美观 遥控方便 风很柔和 颜色漂亮 远程遥控 造型美观,1800,5,100,QG生活电器旗舰店
9600,70,198,318,"格力FD-4025Bh5-WG,2377411,7.3kg,中国大陆,2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",2377411,格力（GREE）,格力（GREE）FD-4025Bh5-WG 5叶遥控式落地扇/电风扇,风扇不错 遥控方便 安装方便 质量不错 噪音很小 使用方便 颜色漂亮 底座很稳 风很柔和 远程遥控 颜色漂亮 安装方便 质量不错 遥控方便,9400,100,97,格力生活电器旗舰店
1400,10,178,239,"格力FD-4033-WG,4483854,7.2kg,中国大陆,2-8小时,三档调节,正常风,3片,1级,机械式,落地扇",4483854,格力（GREE）,格力（GREE）FD-4033-WG 三叶机械落地扇/电风扇,质量不错 风扇不错 安装方便 风力很大 造型美观 噪音很小 使用方便 安全节能 底座很稳 风很柔和,1400,20,97,格力生活电器旗舰店
1200,10,299,699,"艾美特FS40104R,3918859,10.17kg,中国,8小时以上,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",3918859,艾美特（AIRMATE）,艾美特(Airmate) FS40104R 五叶遥控落地扇/电风扇,安装方便 造型美观 质量不错 遥控方便 噪音很小 风扇不错 风很柔和 使用方便 颜色漂亮 睡眠风不错,1200,20,97,艾美特生活电器旗舰店
23000,300,269,699,"艾美特FSW35R-14,1365528,7.85kg,中国,8小时以上,五档以上,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",1365528,艾美特（AIRMATE）,艾美特(Airmate) FSW35R-14 五叶遥控落地扇/电风扇,遥控方便 安装方便 风扇不错 噪音很小 质量不错 风很柔和 使用方便 风力很大 远程遥控 睡眠风不错,21000,600,95,艾美特生活电器旗舰店
2100,40,309,699,"格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白,10221881337, ,8.59kg,FD-4042Bg7-WG,2-8小时,四档调节,正常风,7片及以上,1级,遥控式,落地扇",10221881337,格力（GREE）,格力(GREE)落地扇电风扇遥控家用智能7叶静音FD-4042Bg7-WG 白,风扇不错 噪音很小 质量不错 造型美观 安装方便 风力很大 使用方便 遥控方便 底座很稳 风很柔和 底座很稳 遥控方便 风扇不错 使用方便,2000,50,95,格力威铭专卖店
1900,20,449,659,"格力FD-4041Bg7-wg,2599497,10.96kg,中国大陆,8小时以上,四档调节,正常风,7片及以上,1级,遥控式,落地扇",2599497,格力（GREE）,格力（GREE）FD-4041Bg7-wg 遥控式落地扇/电风扇,造型美观 风扇不错 噪音很小 质量不错 风很柔和 安装方便 底座很稳 风力很大 使用方便 遥控方便 风扇不错 质量不错 电机好 风很柔和 底座很稳 使用方便 睡眠风不错 安全节能 质量不错 风很柔和 安装方便 风扇不错 造型美观 底座很稳 风力很大,1800,40,96,格力生活电器旗舰店
5700,100,239,499,"荣事达FT-1568（货号：JD03T）,2495959,5.12kg,中国大陆,JD03T,2-8小时,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇，空气循环扇",2495959,荣事达（Royalstar）,荣事达（Royalstar）JD03T 电风扇/遥控塔扇,遥控方便 安装方便 质量不错 风扇不错 风力很大 风很柔和 使用方便 噪音很小 底座很稳 安全节能,5300,200,94,荣事达（Royalstar）两季品旗舰店
500,5,699,1399,"艾美特FS40102R,3918853,12.5kg,中国,8小时以上,无极变速,正常风、自然风、睡眠风,7片及以上,无,遥控式,落地扇",3918853,艾美特（AIRMATE）,艾美特(Airmate) FS40102R 七叶遥控直流变频落地扇/电风扇,噪音很小 风很柔和 造型美观 质量不错 底座很稳 远程遥控 遥控方便 风扇不错 安全节能 电机好 睡眠风不错 风扇不错 风很柔和 质量不错 质量不错 安全节能 噪音很小 安装方便 使用方便,500,10,97,艾美特生活电器旗舰店
300,8,449,499,"美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,12281948611, ,6.7kg,FZ10-17ARW,8小时以上,三档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",12281948611,美的（Midea）,美的（Midea）电风扇遥控落地家用台式无叶静音立式壁扇轻奢塔扇,安装方便 颜色漂亮 造型美观 睡眠风不错 风扇不错 使用方便 质量不错 风很柔和 遥控方便 风力很大,300,9,96,美的小家电官方旗舰店
3700,100,109,219,"长虹CFS-LD 403R,4593978,6.18kg,浙江宁波,2-8小时,三档调节,正常风、自然风、睡眠风,4片,3级,遥控式,落地扇",4593978,长虹（CHANGHONG）,长虹（CHANGHONG）CFS-LD 403R  遥控落风扇/电风扇/风扇,安装方便 风力很大 使用方便 遥控方便 风扇不错 噪音很小 远程遥控 质量不错 安全节能 底座很稳,3500,100,94,长虹两季品旗舰店
5500,80,179,299,"美的FW40-F3,125856,3.9kg,中国大陆,无定时,三档调节,正常风,3片,2级,机械式,壁扇",125856,美的（Midea）,美的（Media）FW40-F3 壁扇/电风扇 ,还可以吧 质量不错 风扇不错 使用方便 安装方便 噪音很小 风很柔和 风力很大 造型美观 电机好 安装方便 质量不错 风很柔和 风扇不错,5200,100,96,美的两季品旗舰店
1100,20,129,199,"卡帝亚FS-40/T,4674882,5.6kg,浙江宁波,无定时,三档调节,正常风,5片,1级,机械式,落地扇",4674882,卡帝亚（KADEER）,卡帝亚（ Kadeer)FS-40/T 五叶落地扇/电风扇,风力很大 安装方便 安全节能 使用方便 质量不错 底座很稳 噪音很小 风很柔和 颜色漂亮 电机好,1000,30,95,卡帝亚两季品旗舰店
800,9,139,189,"澳柯玛FS-40T11,3972091,6.08kg,中国青岛,2-8小时,三档调节,正常风,4片,3级,机械式,落地扇",3972091,澳柯玛（AUCMA）,澳柯玛（AUCMA）FS-40T11铝叶扇叶大风量可定时落地扇/电风扇,风力很大 安装方便 造型美观 安全节能 质量不错 颜色漂亮 风扇不错 噪音很小 使用方便 电机好 风扇不错 使用方便 电机好 造型美观 噪音很小,700,20,96,澳柯玛两季品旗舰店
3300,50,79,129,"澳柯玛FS-05M720,3948849,1.26kg,中国青岛,无定时,二档调节,正常风,无叶,无,机械式,塔扇",3948849,澳柯玛（AUCMA）,澳柯玛（AUCMA）电风扇/塔扇无叶静音家用台地两用FS-05M720,风很柔和 造型美观 使用方便 噪音很小 质量不错 风扇不错 安全节能 底座很稳 颜色漂亮 睡眠风不错 质量不错 安装方便 睡眠风不错 适合宝宝 颜色漂亮 远程遥控 适合宝宝 广角送风 造型美观 颜色漂亮,3100,100,94,澳柯玛两季品旗舰店
6700,100,99,299,"赛亿FS40-7,4579934,5.03kg,中国大陆,无定时,三档调节,正常风,5片,2级,机械式,落地扇",4579934,赛亿（Shinee）,赛亿（Shinee）电风扇/落地扇/五扇叶升降非遥控电风扇FS40-7,风扇不错 质量不错 安装方便 使用方便 风很柔和 噪音很小 风力很大 底座很稳 安全节能 电机好 扇网坚固 风很柔和 风扇不错 造型美观 底座很稳,6300,200,94,赛亿两季品旗舰店
16000,300,119,139,"先科 FD-16（209）,2416092,6.13kg,中国大陆,2小时以下,三档调节,正常风,5片,2级,机械式,落地扇",2416092,先科（SAST）,先科 （SAST) FD-16（209）五片落地扇/电风扇（黑）,风力很大 安装方便 风扇不错 质量不错 使用方便 底座很稳 造型美观 安全节能 噪音很小 风很柔和 颜色漂亮 睡眠风不错 风扇不错 质量不错 安装方便 风力很大 造型美观 很不错,15000,500,94,先科SAST官方旗舰店
3800,100,159,599,"奥克斯FD-140,1415061,4.9kg,广东佛山,无定时,五档调节,正常风,3片,无,机械式,吊扇",1415061,奥克斯（AUX）,奥克斯 (AUX) FD-140 电风扇/1400mm吊扇,风扇不错 质量不错 风力很大 安装方便 噪音很小 风很柔和 电机好 使用方便 造型美观 扇网坚固 颜色漂亮 质量不错 造型美观 使用方便 广角送风 安装方便 底座很稳 风扇不错,3500,100,93,奥克斯电风扇旗舰店
1600,10,199,799,"【京东配送】日本IRIS/爱丽思空气循环扇迷你电风扇家用台式静音摇头台扇PCF-HD15C 白色,1648909372, ,3.0kg,无定时,三档调节,正常风,3片,无,机械式,台扇，空气循环扇",1648909372,IRIS,【京东配送】日本IRIS/爱丽思空气循环扇迷你电风扇家用台式静音摇头台扇PCF-HD15C 白色,风扇不错 质量不错 使用方便 噪音很小 造型美观 风力很大 风很柔和 睡眠风不错 底座很稳 颜色漂亮 质量不错 风很柔和 风扇不错 造型美观 睡眠风不错,1600,30,97,爱丽思幸辉国际专卖店
19000,300,159,269,"先锋DD1219,838041,6.7kg,宁波慈溪,DD1219(FS40-10AREC),2-8小时,三档调节,正常风、自然风、睡眠风,5片,1级,遥控式,落地扇",838041,先锋（SINGFUN）,先锋（Singfun）遥控电风扇/落地扇DD1219,还可以吧 遥控方便 风扇不错 一般 质量不错 安装方便 风力很大 使用方便 噪音很小 远程遥控 安全节能 噪音很小 风力很大 远程遥控 使用方便,18000,700,94,先锋两季品旗舰店
500,4,980,1580,"欧麦斯Air-T2 无叶风扇 家用电扇 电风扇落地  无扇叶台式塔扇 空气循环扇 月光白,11286697653, ,4.0kg,2小时以下,无极变速,正常风、自然风、睡眠风,无叶,1级,遥控式,落地扇，塔扇，台扇，空气循环扇",11286697653,欧麦斯（OUMAISI）,欧麦斯Air-T2 无叶风扇 家用电扇 电风扇落地  无扇叶台式塔扇 空气循环扇 月光白,颜色漂亮 造型美观 风很柔和 广角送风 安全节能 底座很稳 扇网坚固 噪音很小 风力很大 电机好 使用方便 造型美观,500,7,98,欧麦斯旗舰店
1300,10,499,1099,"艾美特FT70R,4533838,6.12kg,中国,8小时以上,五档调节,正常风、自然风、睡眠风,无叶,无,遥控式,塔扇",4533838,艾美特（AIRMATE）,艾美特(Airmate) FT70R 遥控塔扇/电风扇,风扇不错 噪音很小 造型美观 安装方便 遥控方便 风很柔和 使用方便 质量不错 颜色漂亮 睡眠风不错 颜色漂亮 风扇不错 造型美观 风很柔和 噪音很小,1300,20,97,艾美特生活电器旗舰店
