p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,brand,keyword,type,X_type
松下（Panasonic）吸尘器MC-8L74DAJ81真空双分离卧式系列（潜水蓝）,松下生活电器旗舰店,3407476,1598.00,1598.00,3800,99,3700,50,10,松下（Panasonic）,吸力很大 吸尘器不错 外观漂亮 质量不错 功率大 吸尘很干净 使用方便 打扫干净 电源线够长 配件齐全 吸尘器不错 功率大 吸尘很干净 吸力很大 配件齐全,"松下MC-8L74DAJ81,3407476,8.1kg,中国,地板，地毯，瓷砖，厨房，沙发，床铺，酒店,水洗尘杯，水洗滤网，除螨,卧式吸尘器,电源式（5米-10米）,1400w-1799w,床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头，小吸头",床褥沙发吸头，地面吸头，缝隙吸头，毛刷吸头，小吸头
宝家丽小型手持床铺除螨仪高阶紫外线杀菌除螨机家用吸尘器VH-01,宝家丽官方旗舰店,1322121,599.00,499.00,2300,98,2200,40,10,宝家丽,吸力很大 打扫干净 使用方便 电源线够长 吸尘很干净 质量不错 吸尘器不错 功率大 东西不错 吸头很多 功率大 质量不错 易收纳 吸力很大 东西不错 打扫干净 使用方便,"宝家丽VH-01,1322121,3.2kg,中国大陆,地板,电源式（5米以下）,HEPA滤网（HEPA13及以上），水洗滤网，除螨,除螨仪",none
松下（Panasonic）吸尘器MC-WF350除螨手提式系列（乳白）,松下生活电器旗舰店,3085665,399.00,399.00,1000,99,1000,10,2,松下（Panasonic）,外观漂亮 使用方便 吸力很大 小巧轻便 吸尘很干净 质量不错 打扫干净 电源线够长 吸尘器不错 噪音小,"松下MC-WF350,3085665,2.55kg,中国,沙发，床铺,水洗尘杯，水洗滤网，除螨,除螨仪,电源式（5米-10米）,500W以下,床褥沙发吸头，缝隙吸头，小吸头",床褥沙发吸头，缝隙吸头，小吸头
普沃达吸尘器家用无线强力手持静音充电车载小型迷你车用 G8吸尘机,普沃达生活电器旗舰店,11879297400,1999.00,679.00,300,100,300,0,0,普沃达,使用方便 质量不错 功率大 外观漂亮 吸力很大 小巧轻便 易收纳 吸尘器不错 吸尘很干净 吸力持久 打扫干净 吸力持久 吸力很大 质量不错 使用方便 节能电机 小巧轻便 吸尘器不错 易收纳 吸力很大,"普沃达吸尘器家用无线强力手持静音充电车载小型迷你车用 G8吸尘机,11879297400, ,3.0kg,中国大陆,G8,地板，地毯，沙发，床铺，汽车,HEPA滤网（HEPA13及以上），水洗尘杯，水洗滤网，吸拖一体，旋风过滤,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头
松下（Panasonic）吸尘器MC-8L55HAJ81真空双分离卧式系列（绿松石蓝）,松下生活电器旗舰店,3050935,899.00,899.00,1100,96,1000,20,10,松下（Panasonic）,使用方便 吸尘器不错 小巧轻便 外观漂亮 吸力很大 质量不错 吸尘很干净 功率大 易收纳 吸力持久 吸力很大 小巧轻便 吸尘器不错 外观漂亮 吸尘很干净 质量不错 外观漂亮 使用方便 吸头很多 吸尘器不错 小巧轻便 外观漂亮,"松下MC-8L55HAJ81,3050935,4.85kg,中国大陆,地板，地毯，瓷砖，厨房，沙发，酒店,水洗尘杯，水洗滤网,卧式吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头，缝隙吸头，毛刷吸头，小吸头",地面吸头，缝隙吸头，毛刷吸头，小吸头
普沃达除螨仪手持小型吸尘器家用床铺除螨机 除螨虫紫外线懒人床上杀菌机 P9,普沃达生活电器旗舰店,10889500019,1530.00,239.00,3500,99,3400,20,9,普沃达,使用方便 质量不错 外观漂亮 吸尘很干净 小巧轻便 吸力很大 打扫干净 吸尘器不错 吸力持久 配件齐全 吸力很大 打扫干净 电源线够长 吸尘器不错,"普沃达除螨仪手持小型吸尘器家用床铺除螨机 除螨虫紫外线懒人床上杀菌机 P9,10889500019, ,3.0kg,中国大陆,普沃达P9,沙发，床铺,除螨仪,电源式（5米-10米）,500W以下,电动吸头，床褥沙发吸头",电动吸头，床褥沙发吸头
德国Karcher 水过滤吸尘器 原装进口DS5.800 家用静音,Karcher自营官方旗舰店,4835056,4999.00,4490.00,30,97,30,0,1,凯驰（karcher）,打扫干净 吸力持久 吸力很大 噪音小,"凯驰DS5.800,4835056,11.82kg,德国,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店,HEPA滤网（HEPA13及以上），水洗尘杯，水洗滤网，干湿两用,卧式吸尘器,电源式（5米-10米）,500w-999w,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，其他",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，其他
志高（CHIGO）车用吸尘器家用小型强力大功率地毯干湿两用手持式工业吸尘机除螨机 1200W 18L,雅柯专营店,11545454114,1999.00,399.00,4400,100,4400,3,8,志高（CHIGO）,质量不错 吸尘器不错 吸力很大 打扫干净 使用方便 吸尘很干净 外观漂亮 吸力持久 配件齐全 小巧轻便 功率大 打扫干净 使用方便 节能电机 功率大 易收纳 吸力很大 质量不错 电源线够长 尘杯容量大 吸尘器不错 打扫干净 配件齐全 尘杯容量大 小巧轻便 配件齐全,"志高（CHIGO）车用吸尘器家用小型强力大功率地毯干湿两用手持式工业吸尘机除螨机 1200W 18L,11545454114, ,5.0kg,地板，地毯，沙发，床铺，汽车，酒店，工业,桶式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件
松下（panasonic）吸尘器MC-CG251PJ81有尘袋真空卧式系列（粉色）,松下生活电器旗舰店,3407480,399.00,399.00,41000,96,39000,1000,200,松下（Panasonic）,吸尘器不错 外观漂亮 使用方便 小巧轻便 配件齐全 吸尘很干净 打扫干净 吸力持久 电源线够长 质量不错 吸尘很干净 刷头多样 吸力很大 外观漂亮 吸力很大 易收纳 小巧轻便 吸尘器不错 质量不错 使用方便 吸力很大 吸尘器不错 刷头多样 功率大 吸尘很干净 吸力持久 吸尘器不错 质量不错 功率大,"松下MC-CG251PJ81,3407480,3.8kg,中国,地板，地毯，瓷砖，厨房，沙发，酒店,水洗滤网，尘袋式,卧式吸尘器,电源式（5米以下）,500w-999w,地面吸头，缝隙吸头，毛刷吸头，小吸头",地面吸头，缝隙吸头，毛刷吸头，小吸头
杰诺吸尘器家用小型大功率干湿吹三用15升 黑色,杰诺官方旗舰店,1452150147,399.00,238.00,25000,96,24000,600,300,杰诺,使用方便 质量不错 吸尘器不错 吸尘很干净 吸力很大 打扫干净 电源线够长 功率大 吸头很多 噪音小 使用方便 打扫干净 吸力很大 使用方便 使用方便 易收纳 吸力很大 刷头多样 电源线够长 刷头多样 吸尘很干净 吸尘器不错 尘杯容量大,"杰诺吸尘器家用小型大功率干湿吹三用15升 黑色,1452150147, ,6.6kg,202X-B,地板，地毯，瓷砖，厨房，床铺，汽车,HEPA滤网（HEPA13及以上），水洗滤网，干湿两用，除螨,桶式吸尘器,电源式（5米-10米）,1000w-1399w,床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，小吸头，拖地附件，其他",床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，小吸头，拖地附件，其他
 Dibea/地贝吸尘器家用无线无绳手持锂电立式充电车用吸尘器LW-1（3款吸头）,Dibea旗舰店,10515397911,2680.00,649.00,200,100,200,0,0,地贝（Dibea）,吸尘很干净 噪音小 尘杯容量大 配件齐全 吸力很大 外观漂亮 易收纳 吸力持久 电源线够长 功率大 易收纳 吸尘很干净 易收纳 尘杯容量大 外观漂亮 配件齐全," Dibea/地贝吸尘器家用无线无绳手持锂电立式充电车用吸尘器LW-1（3款吸头）,10515397911, ,4.82kg,中国大陆,LW-1,地板，地毯，瓷砖，沙发，床铺，汽车,HEPA滤网（HEPA13及以上），水洗尘杯，水洗滤网，旋风过滤,无线吸尘器,充电式（无线）,500W以下,电动吸头，扁嘴吸头，毛刷吸头",电动吸头，扁嘴吸头，毛刷吸头
凯驰（karcher）吸尘器家用商用除螨超静音真空t7/1,KARCHER凯驰专卖店,10323510097,2199.00,879.00,200,99,200,0,2,凯驰（karcher）,质量不错 吸力很大 噪音小 使用方便 外观漂亮 吸尘器不错 打扫干净 吸尘很干净 小巧轻便 节能电机 质量不错 使用方便 噪音小 吸力很大 吸尘很干净 节能电机 电源线够长 质量不错 吸力很大 噪音小 吸力很大,"凯驰（karcher）吸尘器家用商用除螨超静音真空t7/1,10323510097, ,4.0kg,罗马尼亚,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店，工业,尘袋式,桶式吸尘器,电源式（5米-10米）,1000w-1399w,地面吸头，缝隙吸头",地面吸头，缝隙吸头
杰诺 干湿两用大功率工业大型桶式吸尘器 筒式吸水商用酒店宾馆地毯 洗车场503-60L,杰诺官方旗舰店,1055992072,950.00,689.00,1600,96,1500,40,30,杰诺,还可以吧 一般 吸尘器不错 功率大 吸力很大 质量不错 使用方便 吸尘很干净 电源线够长 打扫干净 功率大 质量不错 吸尘很干净 小巧轻便 吸尘器不错 外观漂亮 吸力很大 电源线够长 质量不错 吸头很多 吸尘器不错 吸尘很干净 质量不错,"杰诺 干湿两用大功率工业大型桶式吸尘器 筒式吸水商用酒店宾馆地毯 洗车场503-60L,1055992072, ,15.95kg,202-60L升级版,地毯，瓷砖，汽车，酒店，工业,水洗滤网，干湿两用,桶式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，其他
普沃达除螨仪吸尘器家用螨虫除螨机床上 R9s,普沃达科莱乐专卖店,11542392445,699.00,399.00,1100,100,1100,2,1,普沃达,质量不错 使用方便 外观漂亮 小巧轻便 功率大 吸力很大 噪音小 吸力持久 配件齐全 易收纳 电源线够长 小巧轻便 易收纳 易收纳 吸尘很干净 使用方便 电源线够长 打扫干净 质量不错 小巧轻便 使用方便,"普沃达除螨仪吸尘器家用螨虫除螨机床上 R9s,11542392445, ,2.5kg,R9s,沙发，床铺,除螨,除螨仪,电源式（5米-10米）,500W以下,其他",其他
亿力YILI 吸尘器家用商用干湿吹三用吸尘器 大功率桶式无耗材吸尘机 标准版YLW6263A-12L,亿力旗舰店,10451188077,538.00,169.00,5000,95,4800,100,80,亿力,吸力很大 使用方便 打扫干净 吸尘器不错 吸尘很干净 功率大 配件齐全 电源线够长 尘杯容量大 质量不错,"亿力YILI 吸尘器家用商用干湿吹三用吸尘器 大功率桶式无耗材吸尘机 标准版YLW6263A-12L,10451188077, ,6.1kg,中国大陆,CX1162630002,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店,桶式吸尘器,电源式（5米以下）,1000w-1399w,电动吸头，床褥沙发吸头，地面吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件",电动吸头，床褥沙发吸头，地面吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件
万创（WANCHUANG）手持静音除螨吸尘器家用无线充电立式大功率Nobleman X6 金属红,万创旗舰店,10346328798,1888.00,599.00,400,100,400,1,1,万创,小巧轻便 吸力很大 使用方便 吸尘器不错 吸尘很干净 打扫干净 配件齐全 噪音小 质量不错 尘杯容量大 吸尘器不错 易收纳 质量不错 小巧轻便 吸力很大 使用方便 小巧轻便 尘杯容量大 外观漂亮 打扫干净 配件齐全 吸力持久 吸力很大,"万创（WANCHUANG）手持静音除螨吸尘器家用无线充电立式大功率Nobleman X6 金属红,10346328798, ,1.3kg,中国大陆,WC00809,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店,拖地功能，水洗尘杯，水洗滤网，一键断发，吸拖一体，旋风过滤，除螨,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头，拖地附件
伊莱克斯 Electrolux ZUF4206DEL 无尘袋无耗材家用吸尘器,伊莱克斯小家电官方旗舰店,2831493,3999.00,3999.00,30,100,30,0,0,伊莱克斯（Electrolux）,电源线够长 配件齐全 使用方便 噪音小 质量不错 易收纳 吸头很多 吸尘很干净 小巧轻便 吸力持久 配件齐全 小巧轻便 吸力持久 质量不错 噪音小 使用方便,"伊莱克斯ZUF4206DEL,2831493,9.26kg,匈牙利,ZUF4206DEL,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,HEPA滤网（HEPA13及以上），水洗尘杯,卧式吸尘器,电源式（5米-10米）,1400w-1799w,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头，小吸头
胡佛无线真空吸尘器家用吸尘机大功率除尘器手持无绳地毯吸层尘吸塵器便携充电式立式清扫机吸螨器,Hoover生活电器旗舰店,1531598957,3999.00,2799.00,100,97,100,3,2,Hoover,使用方便 质量不错 吸力很大 吸尘很干净 吸尘器不错 东西不错 打扫干净 功率大 吸头很多 噪音小 吸尘很干净 噪音小 功率大 吸力很大 吸尘器不错 打扫干净 东西不错 使用方便 质量不错 功率大 使用方便 吸力很大 东西不错 打扫干净 吸尘很干净 使用方便 吸力很大 吸力很大 功率大 吸尘很干净 质量不错 吸尘很干净 吸力很大 噪音小 东西不错 功率大 吸尘器不错 使用方便,"胡佛无线真空吸尘器家用吸尘机大功率除尘器手持无绳地毯吸层尘吸塵器便携充电式立式清扫机吸螨器,1531598957, ,4.5kg,地板，地毯，瓷砖，厨房，沙发，床铺,水洗滤网,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头
信社电器吸尘器家用 无线充电立式手持锂电小型车载吸尘器 L2s宝蓝,信社旗舰店,12404311946,999.00,499.00,2700,99,2600,10,10,信社（XINSHE）,质量不错 外观漂亮 使用方便 吸力很大 噪音小 易收纳 打扫干净 配件齐全 吸尘很干净 吸尘器不错 吸力很大 使用方便 吸尘器不错,"信社电器吸尘器家用 无线充电立式手持锂电小型车载吸尘器 L2s宝蓝,12404311946, ,5.2kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车,水洗尘杯,无线吸尘器,充电式（无线）,500W以下,电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",电动吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头
戴森(Dyson)除螨手持吸尘器除螨仪HH08 V6 Mattress,戴森官方旗舰店,2261629,1990.00,1990.00,5500,98,5400,40,40,DYSON,吸力很大 吸尘很干净 使用方便 打扫干净 吸尘器不错 小巧轻便 外观漂亮 质量不错 功率大 配件齐全 吸头很多 噪音小 功率大 吸尘很干净,"戴森HH08 V6 Mattress,2261629,2.74kg,马来西亚,瓷砖，厨房，沙发，床铺，汽车,水洗滤网，一键断发，旋风过滤，除螨,电动吸头，床褥沙发吸头，缝隙吸头，毛刷吸头，其他,充电式（无线）,500W以下",电动吸头，床褥沙发吸头，缝隙吸头，毛刷吸头，其他
小狗（puppy)无尘袋家用静音吸尘器D-928,小狗电器官方旗舰店,1000023352,796.00,399.00,140000,97,140000,3100,900,小狗（puppy）,还可以吧 吸力很大 吸尘器不错 吸尘很干净 质量不错 使用方便 电源线够长 打扫干净 功率大 吸头很多 不易缠发 打扫干净 节能电机 小巧轻便 吸尘很干净,"小狗（puppy)无尘袋家用静音吸尘器D-928,1000023352, ,7.1kg,中国大陆,D-928,地板，地毯，瓷砖，厨房，沙发，床铺，酒店,水洗尘杯，水洗滤网，旋风过滤,卧式吸尘器,电源式（5米-10米）,1800w及以上,地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头
新款戴森Dyson V8 Absolute顶配版V6升级版无线吸尘器除螨宠物版ANIMAL 美版V8顶配Absolute六吸头 保修2年,Kakaoo全球购专营店,1976256657,5580.00,4250.00,200,99,200,2,0,None,打扫干净 吸尘器不错 功率大 使用方便 不易缠发 质量不错 节能电机 外观漂亮 配件齐全 吸力持久 吸尘器不错 刷头多样 吸尘很干净 质量不错 节能电机 小巧轻便 吸力持久 吸力很大,"新款戴森Dyson V8 Absolute顶配版V6升级版无线吸尘器除螨宠物版ANIMAL 美版V8顶配Absolute六吸头 保修2年,1976256657, ,5.5kg,地板，地毯，瓷砖，厨房，沙发，床铺，汽车，酒店,水洗尘杯，水洗滤网，除螨,无线吸尘器,充电式（无线）,500W以下,电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头",电动吸头，床褥沙发吸头，地面吸头，缝隙吸头，扁嘴吸头，毛刷吸头
